iteration,cf.T0,cf.Tm,cf.q,Tbreadth,traitTreatmentName
2063,10.198300440482926,36.43959018234258,7.874419354588917e-5,26.241289741859653,PDR
2064,11.166013102744929,40.879178254641594,7.573031747935156e-5,29.713165151896668,PDR
2065,13.521425792271113,40.30266851065076,8.585581217546739e-5,26.781242718379648,PDR
2066,11.212068557235305,40.39430825518829,7.780900827140399e-5,29.182239697952987,PDR
2067,11.448018117182864,43.87614524168444,7.57411358317968e-5,32.42812712450158,PDR
2068,10.362434630247185,35.25389397077037,8.176626620559674e-5,24.891459340523184,PDR
2069,7.35844533136938,43.39630087114222,4.9708701730833915e-5,36.03785553977284,PDR
2070,10.80145315417744,43.35905442231613,6.257132748041153e-5,32.55760126813869,PDR
2071,11.410807297688363,32.4875374445334,1.0537791082487486e-4,21.076730146845037,PDR
2072,12.299380375227253,41.40831637580879,8.528011337676323e-5,29.108936000581537,PDR
2073,10.766621299267433,31.167947937874022,9.007895176466713e-5,20.40132663860659,PDR
2074,9.006927101403592,45.89731339108437,5.098630235281683e-5,36.89038628968078,PDR
2075,9.88447608910778,27.936338148498926,1.1861484691577971e-4,18.051862059391148,PDR
2076,11.236569851056824,30.285463266957084,1.3129083136952867e-4,19.04889341590026,PDR
2077,11.31471545632724,33.57117757418956,1.0822395493212853e-4,22.25646211786232,PDR
2078,12.011659661040346,45.04048704825116,6.242220538031946e-5,33.02882738721081,PDR
2079,7.901272752743305,37.379262487738544,6.087029157940797e-5,29.47798973499524,PDR
2080,9.671583035775743,48.79052985878924,4.58323670546795e-5,39.1189468230135,PDR
2081,8.942392733797679,42.39026506574539,5.763464501791159e-5,33.44787233194771,PDR
2082,9.248455385533727,34.9482215807669,6.67125835649909e-5,25.69976619523317,PDR
2083,11.943397110357797,42.2614573532285,6.242774581182864e-5,30.318060242870704,PDR
2084,8.593383027872171,48.58386647197291,5.313126692651239e-5,39.99048344410074,PDR
2085,12.472186579225907,40.30573425735089,7.231182569711347e-5,27.833547678124987,PDR
2086,13.297955401379497,31.613316320851897,1.4649771482914397e-4,18.3153609194724,PDR
2087,10.602536341226838,35.72838519729851,6.367094279948917e-5,25.12584885607167,PDR
2088,10.817743775392497,22.950515610954366,1.8064426122121806e-4,12.132771835561869,PDR
2089,11.703667961157004,31.45459976674158,1.2129770183488069e-4,19.750931805584578,PDR
2090,8.794241813402111,41.464559503579835,6.133006036119625e-5,32.670317690177725,PDR
2091,11.292503264191822,37.76548163715074,8.268866128400822e-5,26.47297837295892,PDR
2092,8.927244013824863,29.586175020975396,9.715699465197033e-5,20.658931007150535,PDR
2093,10.293865800258043,36.672637288452385,8.69079722824047e-5,26.378771488194342,PDR
2094,10.794707346992837,45.30559465465598,6.25132257892126e-5,34.51088730766314,PDR
2095,10.69037909182807,33.66197759233607,8.990711088463694e-5,22.971598500508,PDR
2096,11.324860020133348,51.56203081465209,7.21544747737395e-5,40.23717079451874,PDR
2097,10.10471145502575,36.62491405531518,7.331857165854578e-5,26.52020260028943,PDR
2098,10.05129413409052,31.59184888353296,7.96397730537429e-5,21.540554749442443,PDR
2099,6.29330391603733,56.749939683954345,4.064976561064561e-5,50.456635767917014,PDR
2100,11.554984963427056,39.69939469396595,7.952619833041233e-5,28.144409730538893,PDR
2101,8.949718390898685,34.09197576534186,6.628750892939938e-5,25.142257374443172,PDR
2102,11.733017512205176,37.74423754833993,5.555535770527949e-5,26.011220036134755,PDR
2103,12.899116959715043,33.72528521283155,1.0859611638734846e-4,20.826168253116506,PDR
2104,12.958731452397096,42.784817901356554,6.88727418098273e-5,29.826086448959458,PDR
2105,8.885246052274471,42.90567884821033,5.6663325163429185e-5,34.02043279593586,PDR
2106,14.428641998068212,45.902600267867285,8.880935271256563e-5,31.473958269799073,PDR
2107,12.765133700714877,28.528477037046155,1.5019435992053747e-4,15.763343336331278,PDR
2108,9.392502910144986,27.138264244801483,1.0269092816864559e-4,17.7457613346565,PDR
2109,8.182156504058737,37.93670013940743,5.656806204095273e-5,29.75454363534869,PDR
2110,11.404786971433964,32.75233407285531,1.0108283434809583e-4,21.34754710142135,PDR
2111,8.169852174133867,39.73099773019697,5.575497065232583e-5,31.561145556063103,PDR
2112,11.468396130707061,30.134706380378134,1.0546892209836527e-4,18.66631024967107,PDR
2113,8.84657742527902,31.26968349080387,8.43246220283289e-5,22.42310606552485,PDR
2114,12.009717071213554,27.84514290544901,1.504656522999518e-4,15.835425834235455,PDR
2115,13.326245197529127,27.861842722245054,1.8049532105418806e-4,14.535597524715927,PDR
2116,11.5988114858425,50.240979080741106,6.083615098331653e-5,38.64216759489861,PDR
2117,7.115964405428752,56.61008059365042,3.773450785199274e-5,49.49411618822167,PDR
2118,11.760882751050737,29.433711804858252,1.3635817840728485e-4,17.672829053807515,PDR
2119,12.633335747906532,32.76924655673865,1.1170561186585985e-4,20.13591080883212,PDR
2120,8.40502672568374,30.249626055366285,9.600688668031156e-5,21.844599329682545,PDR
2121,8.244905911081068,32.331359892402396,6.948111463926277e-5,24.086453981321327,PDR
2122,10.939515402632821,31.21767268238954,1.0507499537365743e-4,20.27815727975672,PDR
2123,10.165623540558949,33.220084162396105,7.872861247228727e-5,23.05446062183716,PDR
2124,11.97643472818527,46.3962857324269,7.550501701544858e-5,34.41985100424163,PDR
2125,9.790707268319006,33.20474234116151,8.629281861248851e-5,23.41403507284251,PDR
2126,9.027830073691486,34.24703108967606,7.803755447352182e-5,25.21920101598457,PDR
2127,17.003367451882813,44.893922689822226,1.37038101685645e-4,27.890555237939413,PDR
2128,9.631174104739358,31.069539745469367,8.921847031845412e-5,21.43836564073001,PDR
2129,11.957761119681281,47.65346418618003,6.913991800428498e-5,35.69570306649875,PDR
2130,11.797240467838554,34.12798440395361,9.117082394081102e-5,22.330743936115056,PDR
2131,9.416581980852625,46.59241566437591,5.234289072824055e-5,37.17583368352329,PDR
2132,10.74052768467759,27.754454193720804,1.1970486499072121e-4,17.013926509043216,PDR
2133,15.613033592880546,43.2754748453444,1.1178433115187486e-4,27.66244125246385,PDR
2134,11.589038500610284,36.61867384616345,8.785763190832529e-5,25.029635345553167,PDR
2135,9.799340124718956,36.096828742221014,6.693548392893318e-5,26.297488617502058,PDR
2136,10.312409065436295,31.726643433255028,8.57747234304618e-5,21.414234367818732,PDR
2137,8.451796087449065,41.04299634901716,6.600022755662791e-5,32.59120026156809,PDR
2138,12.255005577975869,36.172969601595504,1.0148998350776261e-4,23.917964023619636,PDR
2139,13.55618540559197,27.28320946615175,1.9704472795650397e-4,13.72702406055978,PDR
2140,10.30963893409961,44.626873202743234,5.680136072547209e-5,34.317234268643624,PDR
2141,13.237245778284596,29.289931551115256,1.418289824652341e-4,16.05268577283066,PDR
2142,14.529331804888596,34.522131350912694,7.222329441326515e-5,19.9927995460241,PDR
2143,10.816786246910901,34.04473750110917,8.374049321978177e-5,23.227951254198267,PDR
2144,9.804177454490121,57.679974667372505,5.036054989241387e-5,47.87579721288238,PDR
2145,12.931234708696804,29.913816946604637,1.227098997398138e-4,16.982582237907835,PDR
2146,10.764055244992571,33.652353744669256,9.567379005539657e-5,22.888298499676687,PDR
2147,12.129673820354261,35.50096028666443,1.0574419445713123e-4,23.371286466310167,PDR
2148,8.127514063241847,33.052536952070916,6.901798215656407e-5,24.92502288882907,PDR
2149,9.005356662950678,39.6404182074125,5.7915266125081645e-5,30.635061544461824,PDR
2150,12.50409610259047,30.384227477107775,1.1988756537596828e-4,17.880131374517305,PDR
2151,12.372785208436905,29.028698310587895,1.2663594929696409e-4,16.65591310215099,PDR
2152,9.809911546304686,37.22830554381544,7.025003779345389e-5,27.41839399751075,PDR
2153,6.973219017289313,44.10444535641503,5.32527199742215e-5,37.13122633912572,PDR
2154,10.302180419635189,39.54403596910911,6.761550316935904e-5,29.24185554947392,PDR
